date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:31	5245/5245	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:31%20GMT	https://noithatmansion.vn/wp-json/wp/v2/categories/47	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/categories/47.json	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:31	78241/78241	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:31%20GMT	https://noithatmansion.vn/category/tin-tuc/du-an/page/2/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/du-an/page/2/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:33	97309/97309	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:33%20GMT	https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/thiet-ke-noi-that-biet-thu-hien-dai-can-nhung-yeu-to-gi/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:33	106122/106122	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:33%20GMT	https://noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/thiet-ke-noi-that-biet-thu-cao-cap/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:33	26257/26257	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:33%20GMT	https://noithatmansion.vn/wp-json/wp/v2/pages/899	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/pages/899.json	(from https://noithatmansion.vn/du-an-thiet-ke/)
22:07:34	101424/101424	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:33%20GMT	https://noithatmansion.vn/noi-that-go-tu-nhien-cho-phong-khach/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/noi-that-go-tu-nhien-cho-phong-khach/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:35	106881/106881	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:34%20GMT	https://noithatmansion.vn/cong-trinh-vinhomes-gardenia-khong-gian-yen-binh-giua-long-ha-noi/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/cong-trinh-vinhomes-gardenia-khong-gian-yen-binh-giua-long-ha-noi/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:35	98042/98042	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:35%20GMT	https://noithatmansion.vn/sofa-oc-cho-duoc-cau-tao-nhu-the-nao-can-phai-luu-y-nhung-gi-khi-chon-lua/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/sofa-oc-cho-duoc-cau-tao-nhu-the-nao-can-phai-luu-y-nhung-gi-khi-chon-lua/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:35	95257/95257	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:35%20GMT	https://noithatmansion.vn/lua-chon-go-oc-cho-cho-thiet-ke-noithat-biet-thu/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/lua-chon-go-oc-cho-cho-thiet-ke-noithat-biet-thu/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:36	2530/2530	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:36%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fdu-an-thiet-ke%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed88c1.json	(from https://noithatmansion.vn/du-an-thiet-ke/)
22:07:36	94112/94112	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:36%20GMT	https://noithatmansion.vn/gia-bo-ban-sofa-go-oc-cho-phu-thuoc-vao-nhung-tieu-chi-nao/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/gia-bo-ban-sofa-go-oc-cho-phu-thuoc-vao-nhung-tieu-chi-nao/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:37	95317/95317	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:36%20GMT	https://noithatmansion.vn/top-5-thiet-ke-bo-ban-an-go-oc-cho-duoc-ua-chuong-nhat-tai-viet-nam-trong-nam-2022/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/top-5-thiet-ke-bo-ban-an-go-oc-cho-duoc-ua-chuong-nhat-tai-viet-nam-trong-nam-2022/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:37	92865/92865	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:37%20GMT	https://noithatmansion.vn/category/tin-tuc/cau-chuyen-khong-gian/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/cau-chuyen-khong-gian/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:38	80689/80689	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:38%20GMT	https://noithatmansion.vn/category/tin-tuc/du-an/du-an-thiet-ke/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/du-an/du-an-thiet-ke/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:39	2630/2630	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:07:38%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fdu-an-thiet-ke%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed23b6	(from https://noithatmansion.vn/du-an-thiet-ke/)
22:07:40	92026/92026	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:40%20GMT	https://noithatmansion.vn/category/tin-tuc/thong-tin-noi-bat/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/thong-tin-noi-bat/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:41	91692/91692	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:40%20GMT	https://noithatmansion.vn/category/tin-tuc/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:41	75740/75740	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:39%20GMT	https://noithatmansion.vn/category/san-pham/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/san-pham/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:41	76851/76851	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:39%20GMT	https://noithatmansion.vn/category/tin-tuc/du-an/thiet-ke-noi-that/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/tin-tuc/du-an/thiet-ke-noi-that/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:42	74086/74086	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:42%20GMT	https://noithatmansion.vn/tag/cua-hang-noi-that-go/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/cua-hang-noi-that-go/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:43	76210/76210	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:42%20GMT	https://noithatmansion.vn/tag/gia-bo-ban-sofa-go-oc-cho/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/gia-bo-ban-sofa-go-oc-cho/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:43	74200/74200	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:43%20GMT	https://noithatmansion.vn/tag/go-tu-nhien/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/go-tu-nhien/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:43	5749/5749	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:43%20GMT	https://noithatmansion.vn/wp-json/wp/v2/pages/897	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/pages/897.json	(from https://noithatmansion.vn/du-an-thi-cong/)
22:07:44	75603/75603	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:44%20GMT	https://noithatmansion.vn/tag/go-oc-cho/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/go-oc-cho/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:45	74034/74034	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:44%20GMT	https://noithatmansion.vn/tag/noithatgoocho/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/noithatgoocho/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:45	74182/74182	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:45%20GMT	https://noithatmansion.vn/tag/noi-that-biet-thu/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/noi-that-biet-thu/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:45	74374/74374	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:45%20GMT	https://noithatmansion.vn/tag/noi-that-go-tu-nhien/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/noi-that-go-tu-nhien/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:46	2515/2515	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:46%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fdu-an-thi-cong%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedbe0d.json	(from https://noithatmansion.vn/du-an-thi-cong/)
22:07:46	79335/79335	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:46%20GMT	https://noithatmansion.vn/tag/noi-that-go-oc-cho/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/noi-that-go-oc-cho/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:47	74468/74468	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:47%20GMT	https://noithatmansion.vn/tag/noi-that-go-oc-cho-cao-cap/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/noi-that-go-oc-cho-cao-cap/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:47	73988/73988	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:47%20GMT	https://noithatmansion.vn/tag/noi-that-mansion/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/noi-that-mansion/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:47	74349/74349	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:47%20GMT	https://noithatmansion.vn/tag/noi-that-phong-khach/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/noi-that-phong-khach/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:48	2603/2603	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:07:48%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fdu-an-thi-cong%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedf9d9	(from https://noithatmansion.vn/du-an-thi-cong/)
22:07:50	76645/76645	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:49%20GMT	https://noithatmansion.vn/tag/phong-cach-hien-dai/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/phong-cach-hien-dai/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:50	77067/77067	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:49%20GMT	https://noithatmansion.vn/tag/phong-cach-hien-dai-trong-thiet-ke-noi-that/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/phong-cach-hien-dai-trong-thiet-ke-noi-that/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:50	74322/74322	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:49%20GMT	https://noithatmansion.vn/tag/phong-khach-biet-thuc-dep/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/phong-khach-biet-thuc-dep/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:50	74106/74106	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:49%20GMT	https://noithatmansion.vn/tag/sofa-go-oc-cho/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/sofa-go-oc-cho/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:51	73940/73940	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:50%20GMT	https://noithatmansion.vn/tag/sofa-oc-cho/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/sofa-oc-cho/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:52	74871/74871	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:52%20GMT	https://noithatmansion.vn/tag/thiet-ke-nha-o-phong-cach-hien-dai/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/thiet-ke-nha-o-phong-cach-hien-dai/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:52	4707/4707	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:52%20GMT	https://noithatmansion.vn/wp-json/wp/v2/categories/81	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/categories/81.json	(from https://noithatmansion.vn/category/review/)
22:07:52	74077/74077	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2015:07:52%20GMT	https://noithatmansion.vn/tag/vinhomes-gardenia/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/tag/vinhomes-gardenia/index.html	(from https://noithatmansion.vn/category/tin-tuc/du-an/)
22:07:53	1177/1177	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/category/review/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/category/review/feed/index.html	(from https://noithatmansion.vn/category/review/)
22:07:53	3287/3287	---M-Z	200	added ('OK')	text/css	etag:%22cd7-62fb5b68-8dab96;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min.css?ver=6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/css/photoswipe/photoswipe.min8e94.css	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:53	7887/7887	---M-Z	200	added ('OK')	text/css	etag:%221ecf-62fb5b68-10c4fe1;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min.css?ver=6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/css/photoswipe/default-skin/default-skin.min8e94.css	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:07:52%20GMT	https://noithatmansion.vn/?p=899	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexd250.html	(from https://noithatmansion.vn/du-an-thiet-ke/)
22:07:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:07:52%20GMT	https://noithatmansion.vn/?p=897	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index2cc4.html	(from https://noithatmansion.vn/du-an-thi-cong/)
22:07:53	885/885	---M-Z	200	added ('OK')	application/rss+xml	etag:%22832b2b0ad37ec8fce03e62034e7a7ed6%22	https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/feed/	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/feed/index.html	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:54	14651/14651	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:54%20GMT	https://noithatmansion.vn/wp-json/wp/v2/product/1056	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/product/1056.json	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:54	3125/3125	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:54%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fbo-sofa-va-ban-tra-go-oc-cho%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embede28f.json	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:07:54%20GMT	https://noithatmansion.vn/?p=1056	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/index3f75.html	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:55	3307/3307	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:07:55%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fbo-sofa-va-ban-tra-go-oc-cho%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedef48	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:55	58947/58947	---M--	200	added ('OK')	image/jpeg	etag:%22e643-62c73462-300d85;;;%22	https://noithatmansion.vn/wp-content/uploads/2022/07/13-3.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2022/07/13-3.jpg	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:55	137406/137406	---M--	200	added ('OK')	image/jpeg	etag:%22218be-62c7340a-c59a3;;;%22	https://noithatmansion.vn/wp-content/uploads/2022/07/26-2.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2022/07/26-2.jpg	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:55	213265/213265	---M--	200	added ('OK')	image/jpeg	etag:%2234111-62c47ab9-2893dc;;;%22	https://noithatmansion.vn/wp-content/uploads/2022/07/25.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2022/07/25.jpg	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:56	273387/273387	---M--	200	added ('OK')	image/jpeg	etag:%2242beb-62c47935-2893d9;;;%22	https://noithatmansion.vn/wp-content/uploads/2022/07/33.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2022/07/33.jpg	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:56	36784/36784	---M--	200	added ('OK')	image/jpeg	etag:%228fb0-62c73464-2113856;;;%22	https://noithatmansion.vn/wp-content/uploads/2022/07/13-3-700x490.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2022/07/13-3-700x490.jpg	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:56	31039/31039	---M-Z	200	added ('OK')	application/x-javascript	etag:%22793f-62fb5b68-3018766;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min.js?ver=4.1.1-wc.6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.mind379.js	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:56	9647/9647	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225af-62fb5b68-3018768;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min.js?ver=4.1.1-wc.6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.mind379.js	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:56	6325/6325	---M-Z	200	added ('OK')	application/x-javascript	etag:%2218b5-62fb5b68-18978a2;gz%22	https://noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min.js?ver=6.8.0	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/plugins/woocommerce/assets/js/frontend/single-product.min8e94.js	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:57	2981/2981	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba5-625095f6-19cea75;gz%22	https://noithatmansion.vn/wp-includes/js/comment-reply.min.js?ver=6.0.1	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-includes/js/comment-reply.min37ad.js	(from https://noithatmansion.vn/san-pham/bo-sofa-va-ban-tra-go-oc-cho/)
22:07:58	14566/14566	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:57%20GMT	https://noithatmansion.vn/wp-json/wp/v2/product/712	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/product/712.json	(from https://noithatmansion.vn/san-pham/giuong-ngu-go-oc-cho-hien-dai/)
22:07:58	3151/3151	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:07:58%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fgiuong-ngu-go-oc-cho-hien-dai%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed156b.json	(from https://noithatmansion.vn/san-pham/giuong-ngu-go-oc-cho-hien-dai/)
22:07:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:07:58%20GMT	https://noithatmansion.vn/?p=712	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexbf05.html	(from https://noithatmansion.vn/san-pham/giuong-ngu-go-oc-cho-hien-dai/)
22:07:59	3366/3366	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:07:59%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fgiuong-ngu-go-oc-cho-hien-dai%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed7ba5	(from https://noithatmansion.vn/san-pham/giuong-ngu-go-oc-cho-hien-dai/)
22:07:59	158180/158180	---M--	200	added ('OK')	image/jpeg	etag:%22269e4-62c7356c-306e42;;;%22	https://noithatmansion.vn/wp-content/uploads/2017/08/37.jpeg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2017/08/37.jpg	(from https://noithatmansion.vn/san-pham/giuong-ngu-go-oc-cho-hien-dai/)
22:07:59	305575/305575	---M--	200	added ('OK')	image/jpeg	etag:%224a9a7-62c34a3e-2893bc;;;%22	https://noithatmansion.vn/wp-content/uploads/2022/07/17.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2022/07/17.jpg	(from https://noithatmansion.vn/san-pham/giuong-ngu-go-oc-cho-hien-dai/)
22:07:59	63374/63374	---M--	200	added ('OK')	image/jpeg	etag:%22f78e-62c7356f-306e4d;;;%22	https://noithatmansion.vn/wp-content/uploads/2017/08/37-700x490.jpeg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2017/08/37-700x490.jpg	(from https://noithatmansion.vn/san-pham/giuong-ngu-go-oc-cho-hien-dai/)
22:08:00	14190/14190	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:08:00%20GMT	https://noithatmansion.vn/wp-json/wp/v2/product/474	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/wp/v2/product/474.json	(from https://noithatmansion.vn/san-pham/ban-tho-go-oc-cho/)
22:08:01	3024/3024	---M--	200	added ('OK')	application/json	date:Fri,%2019%20Aug%202022%2015:08:01%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fban-tho-go-oc-cho%2F	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embedf60e.json	(from https://noithatmansion.vn/san-pham/ban-tho-go-oc-cho/)
22:08:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Aug%202022%2015:08:01%20GMT	https://noithatmansion.vn/?p=474	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/indexb7bc.html	(from https://noithatmansion.vn/san-pham/ban-tho-go-oc-cho/)
22:08:02	3212/3212	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Aug%202022%2015:08:02%20GMT	https://noithatmansion.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnoithatmansion.vn%2Fsan-pham%2Fban-tho-go-oc-cho%2F&format=xml	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-json/oembed/1.0/embed8cec	(from https://noithatmansion.vn/san-pham/ban-tho-go-oc-cho/)
22:08:02	131864/131864	---M--	200	added ('OK')	image/jpeg	etag:%2220318-62c735e6-306e4a;;;%22	https://noithatmansion.vn/wp-content/uploads/2017/08/5.jpeg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2017/08/5.jpg	(from https://noithatmansion.vn/san-pham/ban-tho-go-oc-cho/)
22:08:02	240585/240585	---M--	200	added ('OK')	image/jpeg	etag:%223abc9-62c47c56-2893de;;;%22	https://noithatmansion.vn/wp-content/uploads/2017/08/5.jpg	C:/My%20Web%20Sites/noithatoccho/noithatmansion.vn/wp-content/uploads/2017/08/5-2.jpg	(from https://noithatmansion.vn/san-pham/ban-tho-go-oc-cho/)
